title,perex,label
"Jsme šíleně dobří. Kdo si myslí opak, je pro mě blázen, myslí si Vaníček z Bohemians","Vládli statistice držení míče i v počtu střel. Gól však dát nedokázali. Fotbalisté Bohemians 1905 si tak připsali v nadstavbě v zápase se Slováckem bezbrankovou remízu a od první barážové pozice je už dělí pouze dva body. Záložník Antonín Vaníček však ve hře Pražanů problém nevidí. Spíše naopak. &quot;Klokani&quot; podle něj disponují velkou kvalitou, jen nedokáží dávat branky jako na tréninku.",Reaction
"Jsme šíleně dobří, prohlásil záložník Bohemians Vaníček","Praha - Fotbalisty Bohemians 1905 dělí od první barážové pozice pouze dva body, podle záložníka Antonína Vaníčka však na hře ani přes bezbrankovou remízu se Slováckem ve druhém kole...",Reaction
"Lecce, Liverani: «Serie A, traguardo strameritato»",Il tecnico: «Ci siamo ripresi dopo ogni sconfitta e i ragazzi hanno fatto un grande cammino»,Reaction
"Genoa, Prandelli: Settimana delicata, non è finita qua. Ma sul primo gol","Genoa, Prandelli: &quot;Settimana delicata, non è finita qua. Ma sul primo gol...&quot;
L’analisi amara del tecnico del Grifone dopo il k.o. con l’Atalanta",Reaction
"Ковач: Спокойно, ще станем шампиони другата седмица","Старши треньорът на Байерн Мюнхен Нико Ковач не показа да е особено притеснен от равенството 0:0 с РБ Лайпциг, след което баварците пропуснаха да узаконят титлата в Бундеслигата.
При успех баварците щяха да са шампиони кръг преди края, но сега ще трябва да треперят до последния ден, тъй като авансът им ...",Reaction
Disallowed goal is ‘joke of the year’ - Bayern president fumes over VAR decision,"The Bavarian giants&#039; chief was very unhappy with the referee&#039;s use of VAR to rule out a goal he felt should have stood",Reaction
"Tränen, Tor, tosender Applaus: Pulisic sagt &quot;Goodbye&quot;","Es hätte auch der Plot eines kitschigen Hollywood-Streifens sein können: Borussia Dortmund sammelte gegen Fortuna Düsseldorf am Samstagnachmittag auch wichtige drei Punkte ein, weil Christian Pulisic in seinem Abschiedsspiel im Signal-Iduna-Park Geschenke bekam - und verteilte.",Reaction
"Musíme změnit snad jen kopačky. Jsme šíleně dobří, hájil Vaníček „klokany“","Kolikrát to už v téhle sezoně zažil… Jeho tým byl lepší než soupeř, přesto Antonín Vaníček s Bohemians znovu nevyhrál. „Mrzí to strašně,“ litoval záložník „klokanů“ po remíze 0:0 se Slováckem. Vršovický tým dělí od barážové hrany jen dva body a v úterý bude hrát s čtrnáctou Příbramí o všechno.",Reaction
Marcin Brosz zdziwiony na konferencji. „Takie pytania są nie fair”,"Górnik Zabrze pokonał Miedź Legnica i zapewnił sobie utrzymanie. Zobacz, co na konferencji prasowej powiedzieli trenerzy obu zespołów.
Artykuł Marcin Brosz zdziwiony na konferencji. „Takie pytania są nie fair” pochodzi z serwisu Dziennik Sport.",Reaction
"Skvělý Hronek načal Nory. Nejlepší zápas v kariéře? To nevím, usmíval se",Dvě rány a dva góly. Obránce Filip Hronek byl v druhém zápase národního týmu na MS proti Norům ústřední postavou první třetiny. Po pouhých sedmi minutách bitvy s nasměroval české hokejisty k pohodlné výhře 7:2.,Reaction
Kapitán Voráček: Výborně zvládnutý zápas! Ale nesmíme mít rypáky nahoře,"Fanoušci v hale ještě poskakovali, slavili, vstřebávali euforii. Ale on, český kapitán, zůstával při zemi. „Odehráli jsme dobrý zápas, ale nesmíme polevit. Nesmíme mít rypáky nahoře, je třeba hrát pořád stejně,“ říkal Jakub Voráček po demolici Norů (7:2). Český hokej baví, stejně jako v roce 2011 právě v Bratislavě. Tehdy u toho byl také současný lídr zámořské Philadelphie.",Reaction
"Jaroš popísal, v čom boli Fíni nepríjemní a aké negatíva musia slovenskí hokejisti vylepšiť",Slovenskí hokejisti vo svojom druhom zápase na tohtoročnom svetovom šampionáte podľahli Fínom 2:4. KOŠICE 12. … Čítať ďalej,Reaction
"Mali sme v závere príležitosti, ale nedokázali sme otočiť skóre, hodnotí Feherváry súboj s Fínmi",Sobotňajší zápas na MS v hokeji 2019 nedohral obranca Marek Ďaloga. KOŠICE 12. mája (WebNoviny.sk) … Čítať ďalej,Reaction
"Premier match de plus d&#039;un cs pour Vladimir","TORONTO - Marcus Stroman n&#039;était pas très heureux de voir son gérant Charlie Montoyo s&#039;amener au monticule, samedi. Stroman a lancé pendant six manches et un tiers, allouant trois points et huit coups sûrs, mais les Blue Jays de Toronto ont tout de même perdu 7-2 contre les White Sox de Chicago. La performance de Stroman a été gâchée par le manque d&#039;attaque de ses coéquipiers et le droitier était frustré du moment de la décision de le retirer de la rencontre. « Je ne suis jamais heureux de quitter un match. Mes coéquipiers, mes entraîneurs et tout le monde savent ça. Je veux toujours avoir la balle dans mes mains, a exprimé Stroman (1-6).",Reaction
Τσιτσιπάς: «Είναι η νίκη της ζωής μου» (vid),Ο Στέφανος Τσιτσιπάς χαρακτήρισε τη νίκη επί του Ναδάλ ως την νίκη της ζωής του! ,Reaction
Golden State Warriors move on despite missing Durant,Two-time defending champion Golden State Warriors reach the conference finals for a franchise-record fifth straight year and eliminate Houston for the fourth time in five seasons.,Reaction
"Τσιτσιπάς: &quot;Δεν μπορώ να το περιγράψω&quot;","Ο Στέφανος Τσιτσιπάς δεν μπορούσε να περιγράψει τη χαρά του για τη νίκη του επί του Ραφαέλ Ναδάλ, αναφέρθηκε στα σημεία κλειδιά της επικράτησης του, αλλά και στον τελικό απέναντι στον Τζόκοβιτς.",Reaction
"Liberec mě má možná rád, žertoval po gólu sparťan Costa","Sparťanský fotbalista Costa Nhamoinesu se stává specialistou na Liberec. Zimbabwský obránce si od listopadu 2016 připsal jen dva góly a oba do sítě Slovanu. V minulém vzájemném souboji na severu Čech v březnu zařídil výhru 1:0 a to samé zopakoval v dnešním duelu druhého kola ligové nadstavby doma na Letné. Pražané si díky tomu zajistili minimálně konečné třetí místo v tabulce a Costa věří, že bude znamenat účast v základní skupině Evropské ligy.",Reaction
"Надал: Продължавам да играя тенис, отговарящ на нивото на тези турнири","Испанският тенисист Рафаел Надал коментира поражението от Стефанос Циципас на полуфиналите на турнира от сериите „Мастърс“ в Мадрид. Надал сподели мнение, че продължава да играе тенис, отговарящ на нивото на турнирите, на които участва.
Ако се бе класирал за финала в испанската столица, светов...",Reaction
"Ναδάλ: «Δεν έκανα καλό παιχνίδι, ήταν καλύτερος ο Τσιτσιπάς»",Ο Ράφα Ναδάλ παραδέχτηκε πως δεν έπαιξε καλά αλλά και ότι ήταν καλύτερος ο Στέφανος Τσιτσιπάς.,Reaction
Τσιτσιπάς: Η υπόκλιση του Ναδάλ και ο σημερινός τελικός με Τζόκοβιτς στη Μαδρίτη! (photos),Ο Στέφανος Τσιτσιπάς υπέταξε τον «θρύλο» Ράφαελ Ναδάλ και απόψε ετοιμάζεται…,Reaction
"Simona Halep, un car de nervi: &quot;Am jucat ca o proastă&quot;","Simona Halep a pierdut finala de la Madrid, fiind învinsă, scor 6-4, 6-4, de olandeza Kiki Bertens. După acest meci, românca nu va mai urca pe locul unu mondial şi la conferinţa de presă desfăşurată după ultimul act al turneului de pe pământ spaniol a tunat.",Reaction
Циципас – о победе над Надалем: В какой-то момент я потерял надежду,Грек Стефанос Циципас обыграл испанца Рафаэля Надаля в полуфинале турнира в Мадриде.,Reaction
Dann macht sich der wütende Hoeneß im Bus ein Bier auf,"Nach dem vergebenen Matchball bei RB Leipzig poltert Uli Hoeneß am Mannschaftsbus. Nun erwarten den FC Bayern zwei Endspiele. Von deren Ausgang hängt vieles ab, vor allem für Trainer Niko Kovac.",Reaction
Roger Federer: Stefanos Tsitsipas sent Madrid Open message with Rafael Nadal heroics,"STEFANOS TSITSIPAS sent a message to the tennis world that he is following in the footsteps of Roger Federer after his heroic victory against Rafael Nadal, according to Greg Rusedski.",Reaction
Hero-nek pobláznil Česko! Roste Židlického nástupce?,"(BRATISLAVA, od našeho zpravodaje) Zápas proti Norsku se přeměnil v show Filipa Hronka. Mladý bek během prvních sedmi minut dvakrát skóroval a pak přidal i asistenci.",Reaction
Borussia Dortmund dementiert Beteiligung an Plakaten gegen Nazis,"Der BVB hat dementiert, an der Plakataktion in der Dortmunder Innenstadt beteiligt gewesen zu sein. Wer der Urheber ist, bleibt weiterhin unklar.",Reaction
"Schalke 04, News und Gerüchte: U19 ist Westdeutscher Meister, Klopp lobt Wagner-Verpflichtung",Nach Schalkes 1:1 in Leverkusen wird vor allem über Schiedsrichter Aytekin gesprochen. Zuvor krönte sich die U19 von S04 zum Westdeutschen Meister.,Reaction
"Football - Ligue 1 - En pleine interview, Gérard Lopez kidnappé par ses joueurs","Euphorique et soulagé après la victoire du LOSC face à Bordeaux (1-0), quasiment synonyme de Ligue des Champions, Gérard Lopez a fêté cette...",Reaction
"Kritika Limberského? Jsme tým, nehrajeme tenis nebo šachy, prohlásil trenér Vrba",Kouč Pavel Vrba si po po prohraném zápase 1:3 propastnou pětibodovou propast moc dobře uvědomoval.,Reaction
"Ole: We don&#039;t deserve our supporters","Ole Gunnar Solskjaer said he was &quot;embarrassed&quot; by Manchester United&#039;s fans clapping their players after their 2-0 defeat by Cardiff at Old Trafford.",Reaction
Hokejová krádež! Němcům po trenérské výzvě Dánů vzali gól,"Kdyby Němci nedotáhli zápas s Dánskem do vítězného konce, o tomto momentu by se nejspíš hodně mluvilo. V čase 6:46 se radovali z otevírací trefy, jenže předčasně...",Reaction
Brighton 1-4 Man City: I will never forget this season - Bernardo Silva,"Manchester City midfield Bernardo Silva says he will &quot;never forget&quot; this season, as they became the first side to retain the Premier League in a decade.",Reaction
"Tennis - ATP - Madrid - Novak Djokovic, titré à Madrid : « Une victoire très importante »","Privé de titre depuis l&#039;Open d&#039;Australie, Novak Djokovic savoure sa...",Reaction
Football - Etranger - Valverde : «Nous devions tous avaler la pilule»,"Ernesto Valverde, entraîneur du FC Barcelone, s&#039;est exprimé en conférence de presse après la victoire 2-0 contre Getafe ce dimanche en Liga :...",Reaction
Κλοπ: «Κανείς δεν κλαίει εδώ…»,Ικανοποιημένος τόσο από τη βαθμολογική συγκομιδή όσο και από την δουλειά που έκαναν οι παίκτες του εμφανίστηκε ο προπονητής της Λίβερπουλ Γιούργκεν Κλοπ,Reaction
Rangers 2-0 Celtic: Ibrox side no longer fear Old Firm rivals - Steven Gerrard,Steven Gerrard says Rangers no longer fear Celtic after they win their second Old Firm derby of the season.,Reaction
"Roy Hodgson keen to keep star trio as Wilfried Zaha, Aaron Wan-Bissaka and Michy Batshuayi impress",Roy Hodgson urged Crystal Palace to secure the futures of Wilfried Zaha and Aaron Wan-Bissaka and chase the signing of Michy Batshuayi after watching them excel against Bournemouth,Reaction
